sum_cleanup_funding,Cleanup Completion Date,avg_acres_cleaned,avg_acres_grn_created,ACRES Property ID,2010 # Below Poverty,2010 # Low Income,2010 # Unemployed,2010 # Vacant Housing,2010 % Below Poverty,2010 % Low Income,2010 % Unemployed,2010 % Vacant Housing,2010 Median Income,Cntmnt Clnd Up-Arsenic,Cntmnt Clnd Up-Asbestos,Cntmnt Clnd Up-Cadmium,Cntmnt Clnd Up-Chromium,Cntmnt Clnd Up-Copper,Cntmnt Clnd Up-Ctrl Sbstncs,Cntmnt Clnd Up-Iron,Cntmnt Clnd Up-Lead,Cntmnt Clnd Up-Mercury,Cntmnt Clnd Up-Nickel,Cntmnt Clnd Up-None,Cntmnt Clnd Up-Other,Cntmnt Clnd Up-Other (Descr),Cntmnt Clnd Up-Other Metals,Cntmnt Clnd Up-PAHs,Cntmnt Clnd Up-PCBs,Cntmnt Clnd Up-Pesticides,Cntmnt Clnd Up-Petroleum,Cntmnt Clnd Up-SVOCs,Cntmnt Clnd Up-Selenium,Cntmnt Clnd Up-Unknown,Cntmnt Clnd Up-VOCs,Cntmnt Fnd-Arsenic,Cntmnt Fnd-Asbestos,Cntmnt Fnd-Cadmium,Cntmnt Fnd-Chromium,Cntmnt Fnd-Copper,Cntmnt Fnd-Ctrl Sbstncs,Cntmnt Fnd-Iron,Cntmnt Fnd-Lead,Cntmnt Fnd-Mercury,Cntmnt Fnd-Nickel,Cntmnt Fnd-None,Cntmnt Fnd-Other,Cntmnt Fnd-Other Metals,Cntmnt Fnd-PAHs,Cntmnt Fnd-PCBs,Cntmnt Fnd-Pesticides,Cntmnt Fnd-Petroleum,Cntmnt Fnd-SVOCs,Cntmnt Fnd-Selenium,Cntmnt Fnd-Unknown,Cntmnt Fnd-VOCs,Did Ownership Change,EPA Region,IC Catgry-Enfrcmnt/Prmt Tools,IC Catgry-Govmntal Ctrls,IC Catgry-Informational Dev,IC Catgry-Proprietary Ctrls,ICs in Place?,Institutional Ctrl (ICs) Req?,Media Affected-Air,Media Affected-Bldg Materials,Media Affected-Drnking Water,Media Affected-Ground Water,Media Affected-Indoor Air,Media Affected-Sediments,Media Affected-Soil,Media Affected-Surface Water,Media Affected-Unknown,Media Clnd Up-Air,Media Clnd Up-Bldg Materials,Media Clnd Up-Drnking Water,Media Clnd Up-Ground Water,Media Clnd Up-Indoor Air,Media Clnd Up-Sediments,Media Clnd Up-Soil,Media Clnd Up-Surface Water,Media Clnd Up-Unknown,Other Media Ind,Ownership Entity,Past Use: Commercial (arces),Past Use: Greenspace (arces),Past Use: Industrial (arces),Past Use: Multistory (arces),Past Use: Residential (arces),Photographs are available,Property Size,Radius,Ready For Reuse Ind,SFLLP fact into the ownership
7500,12/22/2015,0.32,,199901,204,433,57,71,14.11,29.94,3.94,10.21,5361,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,,Y,0.32,0.5,Y,
400000,03/12/2019,2.01,,201201,1515,2944,229,246,25.76,50.06,3.89,6.89,7008,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,Y,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,1.64,,0.37,,,Y,2.01,0.5,Y,N
55502,11/03/2016,0.4,,202322,2,10,1,1,2.35,11.76,1.18,3.46,29,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,6,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,11,,,Y,12.15,0.5,Y,
22000,09/01/2017,10.83,,202421,460,792,95,325,35.58,61.25,7.35,36.99,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,4,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Private,,6.83,4,,,Y,10.83,0.5,Y,Y
5986,07/28/2015,1,,203421,165,234,11,15,43.54,61.74,2.9,13.79,2043,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,8,Y,Y,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,1,Y,1,0.5,Y,
20000,04/11/2018,2.5,,204261,385,973,71,93,20.88,52.77,3.85,11.86,4549,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,N,6,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,2.5,,,Y,2.5,0.5,Y,
110000,01/06/2017,1,,206121,0,1,0,0,0,50,0,0,17,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,Y,,,,Y,,,,,,9,,,,,,N,,Y,,,,,Y,,,,Y,,,,,,,,,Government,1,2.2,,,,Y,3.2,0.5,Y,
2000,09/25/2015,2,,206381,138,257,40,34,35.75,66.58,10.36,21.53,808,,Y,,,,,,,,,,Y,hazardous household waste,,,,Y,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,N,10,,,,Y,Y,Y,Y,Y,,,,,,,,Y,Y,,,,,,,,,Government,,1,,,1,Y,2,0.5,Y,
316371,12/30/2017,0.16,,206642,301,470,66,111,19.16,29.92,4.2,31.01,9459,,Y,,,,,,Y,,,,Y,Mold,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,6,,,,,,U,,,,,,,,,,,,,,,,,,,,Government,0.16,,,,,Y,0.16,0.5,N,
4720,11/09/2015,1,,207061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,N,1,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,1,,1,0.5,Y,
240000,07/31/2018,1.48,,207581,242,1007,121,71,10.24,42.62,5.12,7.98,2800,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,1,,,Y,Y,Y,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,,,1.48,,,Y,1.48,0.5,Y,
208194,07/31/2018,1,,209021,4532,7749,1172,535,29.56,50.53,7.64,8.03,13896,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,1,,,,Y,N,Y,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,Private,1,,,,,Y,1,0.5,N,
46217,09/18/2015,2.61,,209185,269,710,63,142,12.51,33.01,2.93,12.81,6529,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,Y,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,2.61,,2.61,0.5,Y,Y
15000,01/30/2016,0.5,,210621,114,364,24,42,12.77,40.76,2.69,9.59,1933,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.5,,,,,Y,0.5,0.5,Y,Y
73102,05/31/2017,278.89,,212421,1,2,0,2,14.29,28.57,0,39.76,145,,Y,,,,,,,,,,Y,HHW/LBP,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,N,7,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,278.89,Y,278.89,0.5,Y,
51107,04/20/2018,4.16,,214301,179,239,32,8,31.68,42.3,5.66,3.96,3826,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,3,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Private,,,,,,N,4.16,0.5,Y,
10000,08/05/2016,0.13,,215501,813,2000,219,227,18.58,45.71,5.01,9.36,6242,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,8,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Private,0.5,,,,,Y,0.5,0.5,Y,N
1029273,11/01/2013,5.98,,217361,2321,4049,508,404,34.26,59.77,7.5,16.96,5372,Y,,Y,Y,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,Y,Y,,,,Y,,,,,Y,Y,,,Y,,,,Y,N,5,,,,,N,N,Y,,,Y,,,Y,,,,,,,,,Y,,,,Private,5.98,,,,,,5.98,0.5,Y,
40196,08/25/2015,53,,217950,,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,,Y,,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,,N,9,,,,,N,N,Y,Y,,,Y,,Y,,,Y,Y,,,Y,,Y,,,,Government,,53,,,,Y,63,0.5,Y,
240000,08/28/2019,3.08,,218061,458,682,68,17,29.23,43.52,4.34,2.75,2215,Y,,Y,Y,,,,Y,,Y,,,,Y,Y,Y,,Y,,,,,Y,,Y,Y,,,,Y,,Y,,,Y,Y,Y,,Y,,,,,Y,1,,,,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,3.08,,,Y,3.08,0.5,N,Y
15000,09/14/2016,0.5,,218069,477,882,116,185,20.19,37.34,4.91,12.55,5623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,4,,,,,N,N,,,,,,,Y,,,,,,,,,,,,,Private,0.5,,,,,Y,0.5,0.5,Y,
250735,05/18/2018,0.13,,218287,317,526,58,241,23.98,39.79,4.39,25.07,2475,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,Y,4,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,0.13,,,,,Y,0.13,0.5,Y,N
170000,06/04/2018,0.6,,218603,891,1616,384,279,30.32,54.98,13.07,15.36,1981,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,Y,,,,Y,,,,,N,10,,,Y,,N,Y,,Y,,,,,Y,,,,,,,,,,,,,,,,1,,,Y,1,0.5,N,
5520,12/15/2014,0.03,,218962,39,156,9,13,13.45,53.79,3.1,14.99,3837,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,9,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Private,,,,,0.03,Y,0.03,0.5,Y,
2970,02/06/2015,0.01,,218982,68,152,9,9,27.31,61.04,3.61,12.47,857,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,9,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Private,,,,,0.01,Y,0.01,0.5,Y,
394296,04/30/2018,6.9,,219162,1244,1691,243,361,44.27,60.18,8.65,21.93,5126,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,5,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,6.91,,,,,Y,6.91,0.5,Y,
55000,07/01/2014,2,,219641,9,23,8,25,16.98,43.4,15.09,48.83,460,Y,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,Y,,,Y,,,,Y,Y,,,,Y,Y,,,Y,Y,,,Y,N,3,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,2,,2.6,,4,Y,8.68,0.5,Y,
312966,11/19/2018,0.27,,219803,320,755,67,61,25.58,60.35,5.36,11.73,3602,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,,,N,8,,,,,,N,,Y,,,Y,,,,,,,,,,,,,,,Government,,,,,0.27,Y,0.27,0.5,Y,
60000,09/01/2018,8.13,,220201,164,818,107,89,8.21,40.94,5.36,11.61,15045,Y,,,,,,,Y,Y,,,,,Y,Y,,,,Y,,,Y,Y,,,,,,,Y,Y,,,,Y,Y,,,,Y,,,Y,N,5,,Y,,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,8.13,,,,Y,8.13,0.5,Y,
240000,01/31/2016,1,,220361,79,215,11,6,15.64,42.57,2.18,2.69,2009,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,,1,,,,1,0.5,Y,
1115000,04/02/2018,0.38,,221441,1527,2796,363,439,26.71,48.9,6.35,14.12,3029,,Y,,,,,,Y,,,,Y,Mercury,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,3,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Private,0.38,,,,,Y,0.38,0.5,Y,
930669,07/24/2019,5.49,,222701,1381,1890,400,472,58.25,79.71,16.87,33.14,6558,,Y,,Y,,,,Y,,,,Y,Solid Waste and Tires,Y,Y,Y,,Y,,,,,,Y,,Y,,,,Y,,,,Y,Y,Y,Y,,Y,,,,,Y,5,Y,,Y,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,Y,,,Y,,,,Government,1.71,,2.27,,1.51,N,5.49,0.5,Y,Y
45000,12/06/2016,10,,223021,1802,4060,560,235,32.73,73.74,10.17,11.95,4530,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,N,N,Y,Y,,,,,,,,Y,Y,,,,,,,,,Government,,,,,,Y,10,0.5,Y,
4270,06/20/2007,0.14,,225481,239,759,42,166,10.55,33.5,1.85,14.65,4005,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.14,,,,,N,0.14,0.5,Y,
326595,12/31/2017,0.17,,226761,3,88,9,27,0.65,19.05,1.95,22.46,11305,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,8,,Y,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,Government,,,,,0.51,Y,0.51,0.5,N,
120827,12/12/2017,0.72,,226942,226,551,85,85,16.82,41,6.32,15.55,5596,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,9,,,,,,N,Y,,,,,,,,,,,,,,,,,,,Government,0.72,,,,,Y,0.72,0.5,Y,
43000,06/07/2019,5,,227021,1,7,0,2,5.88,41.18,0,20.29,84,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,9,,,,,,N,Y,,,,,,Y,,,,,,,,,,,,,Private,,,14,,,,14,0.5,Y,
153000,09/01/2017,1.86,,227781,178,474,70,19,19.73,52.55,7.76,5.2,3897,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,4,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,1.86,,,,,Y,1.86,0.5,Y,
13683,06/08/2017,1.16,,228571,7,41,7,1,6.6,38.68,6.6,2.83,588,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,10,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,1.5,Y,1.16,0.5,Y,
39675,07/31/2019,0.27,,229481,86,338,23,98,10.3,40.48,2.75,22.08,2382,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.27,,,,,,0.27,0.5,Y,Y
240000,04/30/2016,1.2,,231181,445,1274,196,79,12.86,36.81,5.66,4.93,3487,,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,Y,,,,,N,1,,,,,,N,,Y,,,Y,,Y,,,,Y,,,Y,,Y,,,,Private,,,1.2,,,Y,1.2,0.5,Y,
3200,02/09/2018,0.13,,231482,527,893,60,219,13.67,23.16,1.56,14.96,12603,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,8,,,,,N,N,,Y,,,,,,,,,,,,,,,,,,Government,,,,,0.13,Y,0.13,0.5,Y,Y
5455,02/27/2017,0.25,,232182,141,492,91,16,5.03,17.55,3.25,1.42,5117,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Private,,,,,0.25,N,0.25,0.5,Y,
240000,11/03/2017,2,,232341,2257,3321,238,432,47.48,69.86,5.01,21.24,4895,,Y,,,,,,Y,,,,Y,"guano, mold",,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,7,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,Private,,,2,,,Y,2,0.5,N,
99895,07/01/2018,0.23,,232362,3237,4304,847,737,51.54,68.52,13.49,21.36,1535,,,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,N,5,,,,,N,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,,,0.23,,,,N,0.23,0.5,Y,
101500,05/10/2018,3.85,,232762,597,1182,88,102,23.79,47.11,3.51,8.42,5327,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,,,,,,Y,8,,,,,N,U,,,,,,,Y,,,,,,,,,Y,,,,Government,,,3.85,,,N,3.85,0.5,N,Y
147584.95,01/24/2020,0.96,,233181,92,433,57,61,5.76,27.11,3.57,7.88,8826,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.96,,,,,,0.96,0.5,Y,
88026,05/17/2017,1.37,,233785,270,409,66,31,33.09,50.12,8.09,7.78,1274,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,9,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,1.37,0.5,Y,
287981,02/13/2020,0.01,,233903,217,402,29,133,14.3,26.5,1.91,13.8,7685,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,N,1,,,Y,,Y,Y,,,,Y,,Y,Y,,,,,,,,Y,Y,,,,Government,0.01,,,,,Y,0.01,0.5,Y,
67000,04/05/2019,2,,234261,85,286,38,47,6.96,23.4,3.11,8.31,1255,Y,,,,,Y,,,,,,,,Y,,Y,,Y,,,,,Y,,,,,Y,,Y,,,,,Y,,Y,,Y,,,,,Y,1,,,Y,,Y,Y,Y,,,Y,,,Y,,,Y,,,Y,,,Y,,,,Government,2,,,,,Y,2,0.5,Y,Y
29559,05/11/2017,18.3,,234923,54,157,20,27,8.85,25.74,3.28,10.49,7989,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Private,18.3,,,,,Y,18.3,0.5,Y,
100000,12/06/2018,0.25,,235323,22,47,8,3,12.29,26.26,4.47,3.98,1834,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Y,N,5,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,0.97,,,,,,0.97,0.5,Y,
312857,10/13/2005,2.5,,10015,367,678,207,198,10.1,18.67,5.7,9.93,9292,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,1,,,,,,U,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,2.5,0.5,N,
200000,06/29/2012,0.67,,10075,3,128,14,18,0.53,22.54,2.46,6.92,1823,,,,,,,,Y,,,,,,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,,,,,,,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,0.67,,,Y,0.67,0.5,Y,N
300000,12/31/2003,2.54,,10096,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,Y,1,,,,,,N,,,,,,,Y,,,,,,Y,,,Y,,,,Government,,,2.54,,,Y,2.54,0.5,Y,Y
25730.83,06/18/2004,2,2,10101,49,154,19,40,11.34,35.65,4.4,18.61,2062,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,Y,1,,,,,U,U,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,2,0.5,N,N
200000,01/10/2013,3.31,,10984,696,1036,168,226,41.65,62,10.05,26.81,2369,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,,,N,7,,,,,,N,,Y,,,,,Y,,,,Y,,,,,,,,,Government,,,3.31,,,Y,3.31,0.5,Y,N
215000,09/01/2003,17,17,11196,11,40,4,9,9.91,36.04,3.6,15.08,1166,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,8,,Y,Y,,U,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,17,0.5,N,N
15825,02/10/2005,0.13,,11203,219,729,39,174,9.66,32.17,1.72,15.5,3035,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,U,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,,N,0.13,0.5,Y,
18993,10/18/2004,0.2,,11207,15,26,1,10,17.44,30.23,1.16,18.19,938,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,U,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,,N,0.2,0.5,Y,
2377200,03/07/2017,3,,11397,3347,5288,686,746,41.47,65.53,8.5,19.07,4343,Y,Y,,,,,,Y,,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,,Y,,,,,Y,Y,Y,,Y,,,,Y,N,1,,Y,Y,Y,N,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,15,,,N,15,0.5,N,
200000,03/15/2012,2.1,1.5,11525,338,464,133,52,10.09,13.85,3.97,11.99,13412,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,N,1,,,,Y,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,2.1,,,,,Y,2.1,0.5,Y,N
700000,06/30/2007,3.76,,11686,447,798,154,160,20.77,37.08,7.16,14.94,6719,,,,,,,,Y,,,,,,Y,Y,Y,,Y,,,,,,,,,,,,Y,,,,,Y,Y,Y,,Y,,,,,N,1,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,3.76,,,N,3.76,0.5,Y,
88460,06/30/2005,1.54,,12037,48,151,20,152,7.15,22.5,2.98,36.25,13045,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,9,,,,,,N,Y,,,,,,Y,,,Y,,,,,,Y,,,,Government,0.84,,,,,Y,1.54,0.5,Y,
15000,02/01/2007,1,,12081,130,481,113,64,11.12,41.15,9.67,11.2,4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,,,,,,,,N,5,,Y,,,U,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,,,,,,Y,2.02,0.5,N,
200000,08/27/2014,4.25,,12157,369,640,82,126,45.61,79.11,10.14,27.57,1448,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,N,6,,Y,,,Y,Y,Y,,,Y,,,Y,,,Y,,,,,,,,,,,,,4.25,,,Y,4.25,0.5,Y,N
36596.78,03/01/2005,0.74,,12209,382,829,123,158,27.23,59.09,8.77,24.25,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,4,,,,Y,U,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,,,,,0.74,0.5,N,
344710,08/15/2007,1.59,,12362,3643,5357,630,260,46.01,67.66,7.96,7.53,5130,,Y,,,,,,Y,,,,,,,Y,Y,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y,,Y,,,,,N,1,,,Y,,N,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,1.59,,,,,Y,1.59,0.5,N,
144000,09/15/2009,0.4,,12500,314,626,51,198,22.14,44.15,3.6,24.73,7126,,Y,,,,,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,N,3,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.75,,,Y,0.75,0.5,Y,N
74563,12/01/2010,3.6,,12745,407,604,31,23,35.3,52.39,2.69,3.96,2466,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,N,7,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,3.6,,,Y,3.6,0.5,Y,N
303697,06/10/2016,0.17,,12913,1836,5059,811,248,11.1,30.59,4.9,3.36,11727,Y,,,,,,,Y,,,,,,Y,,Y,,,,,,Y,Y,,,,,,,Y,,,,,Y,,Y,,,,,,Y,N,1,,,Y,,N,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,0.17,,,Y,0.17,0.5,N,
9600000,12/02/2005,25,,13169,80,194,33,15,19.05,46.19,7.86,7.37,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,2,,Y,,,U,Y,,,,Y,,Y,Y,Y,,,,,Y,,Y,Y,Y,,,,,,,,,Y,25,0.5,N,
300000,09/20/2003,3.8,,13210,371,759,83,145,26.16,53.53,5.85,18.96,3436,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,,,,,Y,N,2,Y,Y,,,Y,Y,,,,,,,Y,Y,,,,,,,,,,,,Private,,,3.8,,,Y,3.8,0.5,N,N
1,12/01/2004,215,,14211,1313,2694,184,127,30.29,62.15,4.24,7.85,6107,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,Y,8,,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,215,,,,338,0.5,N,
239200,04/01/2008,0.8,,14417,377,1592,345,255,7.2,30.42,6.59,10.07,10645,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,N,1,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.8,,,N,0.8,0.5,Y,
239968,08/21/2008,4,,14519,2118,2976,283,306,50.33,70.72,6.73,17.02,3875,,Y,,,,,,Y,,,,Y,dieldrin (pesticide),,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,6,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Private,4,,,,,,4,0.5,Y,
200000,07/31/2007,2,,14703,514,1044,112,230,18.72,38.03,4.08,18.91,11898,,,,,,,,Y,,,,Y,Base Neutrals,Y,Y,Y,,Y,,,,Y,,,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,,Y,N,2,,Y,Y,,Y,Y,,,,Y,,Y,Y,,,,,,Y,,Y,Y,,,,Government,,,2.06,,,Y,2.06,0.5,Y,
323681,12/31/2007,6,6,14825,42,48,16,19,16.41,18.75,6.25,15.95,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,N,10,,,,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,,,,,Government,,,6,,,Y,6,0.5,Y,
